name,url,address,location,city,cuisines,average_cost,rating,votes,online_order,book_table,rest_type,dish_liked,menu_item,listed_in_type
Urban Treat,,"Byrasandra Road, Near Backgate Of Bagmane Tech Park, CV Raman Nagar, Bangalore, Bangalore",CV Raman Nagar,Indiranagar,"South Indian, North Indian, Street Food",250.0,3.3,10,True,False,Quick Bites,,,Delivery
Indian Highway Restaurant,,"Near Spice Garden Bus Stop, Opposite Purva Riviera Apartment, Marathahalli, Bangalore",Marathahalli,Marathahalli,"North Indian, Chinese, Fast Food",400.0,3.2,10,False,False,Quick Bites,,,Dine-out
Gusto's Pizza,,"V3/1, M/s. Sai Linkize N Solutions, NGEF Industrial Estate, Mahadevpura Post, Whitefield, Bangalore",Whitefield,Whitefield,Pizza,500.0,3.1,10,False,False,"Takeaway, Delivery",,,Delivery
Classic Biryani Hut,,"8, First Floor, 2nd Cross, Yullukunte Road, Sector 3, HSR, Bangalore",HSR,BTM,"Biryani, Fast Food",300.0,3.4,10,True,False,Quick Bites,,,Delivery
The Fresh Wok,,"Shop 6, Second Floor, Gurupanapalya, Keb Employees Housing Board Society, BTM Layout, Bangalore",BTM,Jayanagar,Asian,600.0,3.3,10,False,False,"Takeaway, Delivery",,,Delivery
Rajwadi,,"595, Ground Floor, Kundalahalli, Varthur Hobli Mahadevpura Marathahalli, Bangalore",Brookefield,Marathahalli,"North Indian, Street Food",500.0,3.6,10,False,False,Quick Bites,,,Dine-out
Sanju's Super Kitchen,,"No. 301, 2nd 'F' Cross, 3rd Block, H.R.B.R Layout, Kammanahalli, Bangalore",Kammanahalli,Kalyan Nagar,"Pizza, Fast Food, American, Italian",400.0,3.5,10,False,False,Quick Bites,,,Delivery
Dal Chawal Roti,,"Plot 614-615, HAL 2nd Stage 12th Main, Indiranagar, Bangalore",Indiranagar,Indiranagar,"North Indian, Chinese",350.0,3.3,10,True,False,Quick Bites,,,Delivery
Savours,,"13, Near AET College Junction, Doddakannelli, Sarjapur Road, Bangalore",Sarjapur Road,Bellandur,"North Indian, South Indian, Chinese",350.0,3.3,10,True,False,Quick Bites,,,Delivery
Star Biryani & Kebab Centre,,"Number 766, 4th Cross, Kodi Basavanna Temple Street, 6th Block, Rajajinagar, Bangalore",Rajajinagar,Rajajinagar,"Biryani, Kebab",150.0,3.4,10,False,False,Quick Bites,,,Dine-out
New Prashanth Hotel,,"261, 17&18 Cross Sampige Road, Malleshwaram, Bangalore",Malleshwaram,Malleshwaram,"South Indian, Biryani",400.0,3.1,10,False,False,Quick Bites,,,Delivery
Shree Mithai,,"119, Axis Bank Building, Koramangala 7th Block Industrial Area, 80 Feet Road, Koramangala 7th Block, Bangalore",Koramangala 7th Block,BTM,"Desserts, Street Food, Mithai",150.0,3.3,10,False,False,"Quick Bites, Sweet Shop",,,Desserts
Arafa Juice Center,,"17th Main, Near Soubagya, Koramangala 5th Block, Bangalore",Koramangala 5th Block,BTM,"Juices, Desserts, Fast Food",250.0,3.5,10,False,False,Quick Bites,,,Desserts
Bewiched,,"181, 9th Main Road, Sector 6, HSR, Bangalore",HSR,HSR,"Fast Food, Sandwich, Burger",300.0,3.4,10,True,False,Quick Bites,,,Dine-out
C K Bake & Juice,,"62, 8th Main, 1st Stage, BTM, Bangalore",BTM,JP Nagar,"Juices, Street Food",150.0,3.1,10,False,False,"Quick Bites, Beverage Shop",,,Dine-out
Adarsh Bakery,,"Babu Reddy Building, Electronic City, Bangalore",Electronic City,Electronic City,"Bakery, Fast Food",300.0,3.1,10,False,False,Bakery,,,Delivery
Cake Dilim,,"114/1, Bhoganahalli Village, Panathur, Bellandur, Bangalore",Bellandur,Bellandur,"Bakery, Desserts",400.0,3.3,10,True,False,Bakery,,,Desserts
Squeez Juice Bars,,"The Bay, RMZ Ecospace, Bellandur, Bangalore",Bellandur,Bellandur,"Beverages, Fast Food",200.0,3.3,10,False,False,Beverage Shop,,,Desserts
Kool Joint,,"101, 3rd Stage, Basaveshwara Nagar, Bangalore",Basaveshwara Nagar,Rajajinagar,"Ice Cream, Juices, Fast Food",200.0,3.4,10,True,False,"Dessert Parlor, Quick Bites",,,Delivery
Ayodhya Food Line,,"Thrimurthi Complex, Nagarbhavi Main Road, Near Shobha hospital, Prashanth Nagar, Nagarbhavi, Bangalore",Nagarbhavi,Rajajinagar,"South Indian, North Indian, Fast Food, Chinese",250.0,3.4,10,True,False,Quick Bites,,,Delivery
Mother Nature Kulfi,,"1292, 25th Main Road, 9th Block, Jayanagar, Bangalore",Jayanagar,BTM,"Desserts, Ice Cream",200.0,3.6,10,False,False,Dessert Parlor,,,Desserts
Squeez Juice Bars,,"QSR -1, 3rd Floor, Vega City Mall, Srinivas Industrial Estate, Bannerghatta Road, Bangalore",Bannerghatta Road,BTM,"Ice Cream, Juices",250.0,3.3,10,False,False,Food Court,,,Desserts
Nagas,,"Kitchens@, No. 19, 35/4, 24th Main, JP Nagar 7th Phase, Puttenahalli, Bangalore",JP Nagar,JP Nagar,"Andhra, Hyderabadi, North Indian",300.0,3.0,10,True,False,Quick Bites,,,Delivery
Manifest Cafe,,"#9, 5th Cross, 7th Main, Dwaraka Nagar, Near PESIT College, Hosakerehalli, Banashankari 3rd Stage, Bangalore",Banashankari,Banashankari,"South Indian, North Indian, Chinese",500.0,3.5,10,False,False,Casual Dining,,,Dine-out
In Time Cane Juice,,"119, 5th Cross, Teachers Colony, Kumaraswamy Layout, Bangalore",Kumaraswamy Layout,JP Nagar,"Juices, Beverages",100.0,3.5,10,True,False,Beverage Shop,,,Dine-out
Punjab Calling,,"53/16, 2nd Shop, Near Celebrity Arch, Doddathoguru, Phase 1, Electronic City, Bangalore",Electronic City,Electronic City,North Indian,400.0,3.7,10,True,False,Quick Bites,,,Dine-out
Milkshake Kulture,,"8, Ajmera Avenue, Neeladri Road, Electronic City, Bengaluru",Electronic City,Electronic City,Beverages,300.0,3.5,10,False,False,Beverage Shop,,,Delivery
Prashanth Naati Corner,,"Shop 292, 15th A Cross Road, Sector A, Chikka Bommasandra Circle, Yelahanka New Town, Bangalore",Yelahanka,Malleshwaram,"South Indian, Biryani",300.0,3.5,10,True,False,Quick Bites,,,Delivery
Pappu Chaiwalla,,"Innov 8, Koramangala 7th Block, State Bank of India, Bangalore",Koramangala 7th Block,Koramangala 4th Block,"Fast Food, Tea, Beverages",300.0,3.5,10,True,False,Quick Bites,,,Dine-out
Kettle & Kegs,,"2318, Sector 1, Near NIFT College, HSR, Bangalore",HSR,Koramangala 4th Block,"Tea, Beverages",200.0,3.4,10,True,False,Delivery,,,Delivery
Walnut Kitchen,,"301, 7th Cross, Near Muthoot Finance, Domlur, Bangalore",Domlur,Indiranagar,"North Indian, Biryani, Chinese",500.0,3.0,10,False,False,Quick Bites,,,Delivery
Sri Nandi Grand,,"#01, 1st A Main BTM 2nd Stage, BTM, Bangalore",BTM,JP Nagar,"North Indian, South Indian",300.0,3.5,10,True,False,Quick Bites,,,Dine-out
Mazedaar,,"691, Service Road, Next To Masjid-e-Yousuff, Hennur Signal Service Road, HBR Layout, Bangalore",HBR Layout,Kalyan Nagar,"North Indian, Chinese",300.0,3.2,10,False,False,Quick Bites,,,Delivery
Jodhpur Sweets,,"320/B, 9th Main Road, 5th Block, Jayanagar, Bangalore",Jayanagar,Jayanagar,"Mithai, Street Food, Rajasthani",150.0,2.9,10,False,False,Sweet Shop,,,Desserts
Karavali Lunch Home,,"24, Hospital Road, Majestic, Bangalore",Majestic,Residency Road,Mangalorean,400.0,3.5,10,False,False,Quick Bites,,,Dine-out
Shanghai Times,,"Shop 1, Site 4, Kacharkanahalli Village, HBR Layout, Bangalore",HBR Layout,Kammanahalli,Chinese,500.0,3.4,10,True,False,Quick Bites,,,Dine-out
Biryani Hut,,"Beside BRS School, Amrutha College Road, Kasvnahalli, Sarjapur Road, Bangalore",Sarjapur Road,Sarjapur Road,"North Indian, Biryani",300.0,3.6,10,True,False,Quick Bites,,,Delivery
Bonbonbite,,"HMT Main Road, Jalahalli, Bangalore",Jalahalli,New BEL Road,"Bakery, Desserts",450.0,3.5,10,False,False,Bakery,,,Desserts
Win's Restaurant,,"43/3, Whitefield Main Road, Inner Valley, Whitefield, Bangalore",Whitefield,Whitefield,"South Indian, Chinese, Seafood",400.0,3.3,10,False,False,Quick Bites,,,Dine-out
Asia In A Box,,"35, 1st Cross, Outer Ring Road, Bellandur, Bangalore",Bellandur,Sarjapur Road,"Thai, Asian",550.0,3.1,10,True,False,Casual Dining,,,Delivery
Hydrabad Biryani House,,"11, Below Sri Silk, Next to Devi Prasad, 8th cross, Malleswaram, Bengaluru",Malleshwaram,Rajajinagar,"Biryani, North Indian",400.0,3.6,10,False,False,Casual Dining,,,Dine-out
Eat Repeat Express,,"Koramangala 5th Block, Bangalore",Koramangala 5th Block,Koramangala 6th Block,"North Indian, Chinese, Continental",600.0,3.5,10,False,False,Delivery,,,Delivery
Melting Melodies,,"Shop 4, 48/2, 13th Cross, 8th Main Road, Malleshwaram, Bangalore",Malleshwaram,Malleshwaram,"Desserts, Bakery",250.0,3.3,10,True,False,"Dessert Parlor, Bakery",,,Delivery
Malabar Food Court,,"475,Hennur Bridge, Service Road, Near Masjid, HBR Layout, Bangalore",HBR Layout,Kammanahalli,"Kerala, South Indian",300.0,3.4,10,True,False,Quick Bites,,,Dine-out
Tayabbs,,"3, Nandidurga Road, Benson Town, Frazer Town, Bangalore",Frazer Town,Brigade Road,"Rolls, North Indian, Fast Food",500.0,3.0,10,True,False,Quick Bites,,,Delivery
Hash Caff Restaurant,,"8, AET College Junction, Doddakannahalli, Sarjapur Road, Bangalore",Sarjapur Road,Sarjapur Road,"South Indian, Chinese",300.0,3.4,10,False,False,Quick Bites,,,Delivery
Friend's Kitchen,,"16, VP Road, Near Sandhya Theatre, Old Madiwala, BTM, Bangalore",BTM,Koramangala 7th Block,"South Indian, Chinese",150.0,3.5,10,False,False,Quick Bites,,,Dine-out
Hyderbadi Irani Tea,,"45, 5th Main, OMBR Layout, Banaswadi, Bangalore",Banaswadi,Kammanahalli,Beverages,100.0,3.4,10,False,False,Quick Bites,,,Dine-out
Chicken County Restaurant,,"#16 and #17, RR Commercial Complex, Begur-Hulimavu Road, Opposite Village Hypermarket & Andhra Bank, Akshay Nagar, Bannerghatta Road, Bangalore",Bannerghatta Road,Bannerghatta Road,"North Indian, Chinese, Fast Food",400.0,3.5,10,True,False,Casual Dining,,,Delivery
Biryani Bowl,,"ITPL Basement, ITPL Main Road, Whitefield, Bangalore",Whitefield,Whitefield,"Biryani, Andhra",550.0,3.3,10,False,False,Kiosk,,,Dine-out
Kanhaiyas,,"1, CVS Reddy Building, Arakere Main Road, Near Muthut Finance, Bannerghatta Road, Bangalore",Bannerghatta Road,JP Nagar,South Indian,150.0,3.6,10,False,False,Quick Bites,,,Dine-out
Om Sai Punjabi Dhabha,,"Channasandra Main Road, Near MVJ College, Whitefield, Bangalore",Whitefield,Whitefield,North Indian,250.0,3.4,10,True,False,Dhaba,,,Dine-out
iFruit Live Ice Creams,,"South/9, Ground FLoor, 7th Main, 80 Feet Road, Koramangala 1st Block, Bangalore, Bengaluru",Koramangala 1st Block,Koramangala 5th Block,Ice Cream,300.0,3.4,10,False,False,Dessert Parlor,,,Desserts
Biryani Pot,,"First Floor, 35/1B, Marathahalli, Bangalore",Marathahalli,Brookefield,Biryani,500.0,3.2,10,False,False,"Takeaway, Delivery",,,Delivery
Take 5,,"475, Sri Krishna Temple Road, 1st Stage, Indiranagar, Bangalore",Indiranagar,Indiranagar,"Chinese, Continental, Steak",1300.0,3.5,10,False,False,Lounge,,,Drinks & nightlife
Srinagar Kabab Corner,,"213, 13th Main, Srinagar, Banashankari, Bangalore",Banashankari,Basavanagudi,North Indian,250.0,3.4,10,False,False,Quick Bites,,,Dine-out
Cafe Coffee Day,,"Grace Complex, CMR Road, Kammanahalli, Bangalore",Kammanahalli,Kammanahalli,"Cafe, Fast Food",900.0,3.1,10,False,False,Cafe,,,Desserts
Sunshadow.in,,"Near Shell Petrol Station, Kaggadasapura, Bangalore",Kaggadasapura,Marathahalli,"North Indian, Chinese",400.0,3.5,10,False,False,Delivery,,,Delivery
Krispy Kreme,,"Oasis centre, Sony Signal, 30, 100 Feet Road, AVS Layout, Koramangala 6th Block, Bangalore",Koramangala 6th Block,Koramangala 6th Block,"Desserts, Beverages",300.0,3.4,10,True,False,Dessert Parlor,,,Desserts
Lifetree CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,,"Melange Astris, 1, Langford Garden, Richmond Road, Bangalore",Richmond Road,MG Road,"North Indian, Chinese, Continental",700.0,3.4,10,False,False,Casual Dining,,,Dine-out
Flamin Grill,,"32/17, Shop 11&12, Outer Ring Road, Near Rasaganga Hotel, Bellandur, Bangalore",Bellandur,Sarjapur Road,"Lebanese, Turkish, BBQ, Burger",600.0,3.5,10,False,False,Casual Dining,,,Delivery
Naati Manae,,"4th Floor, Bangalore Central Mall, 9th Block, JP Nagar, Bangalore",JP Nagar,JP Nagar,"South Indian, Biryani",500.0,3.1,10,True,False,Food Court,,,Delivery
Thanco's Natural Ice Creams,,"941, 21st Main Road, BSK 2nd Stage , Near BDA Complex, Banashankari, Bangalore",Banashankari,Jayanagar,Ice Cream,300.0,3.2,10,False,False,Dessert Parlor,,,Desserts
Ningi Family Restaurant,,"48/58, Shivani Building, Beside Indian Oil Petrol Pump, Puttenahalli Road, 7th Phase, JP Nagar, Bangalore",JP Nagar,Bannerghatta Road,"South Indian, Biryani, Chinese",400.0,3.5,10,False,False,Quick Bites,,,Delivery
Midnight Hunger Solutions 24/7,,"Sanjay Nagar, Bangalore",Sanjay Nagar,New BEL Road,"North Indian, Mughlai, Chinese",500.0,3.0,10,False,False,Delivery,,,Delivery
Hotel Jade Empire,,"255/A,Hotel Jade Empire KIADB,Near Narayana Hrudayalaya Hospital, Hosur Main Road, Electronic City, Bangalore",Electronic City,Electronic City,"Andhra, North Indian, Chinese",700.0,3.1,10,False,False,Casual Dining,,,Dine-out
Rawal Jalebi,,"55, Veerapali Street, Commercial Street, Bangalore",Commercial Street,Brigade Road,Desserts,100.0,3.5,10,True,False,Dessert Parlor,,,Desserts
Cake 24x7,,"6, Site 4, New Thimana Layout, Belthur Colony, Kumdhena, Agar Hara Main Road, Kadugodi, Whitefield, Bangalore",Whitefield,Whitefield,"Bakery, Desserts",450.0,3.2,10,True,False,Bakery,,,Delivery
Karigiri Refreshments,,"61/A, 10th Main, 4th Block, Rajajinagar, Bangalore",Rajajinagar,Malleshwaram,Fast Food,300.0,3.7,10,False,False,Quick Bites,,,Desserts
Gulbarga Refreshment,,"Sri Nagaveni Bavana, 5th Cross, 3rd Y Block, Bashyam Circle, Rajajinagar, Bangalore",Rajajinagar,Rajajinagar,South Indian,300.0,3.2,10,False,False,Quick Bites,,,Dine-out
Shiv Shankar Hotel,,"15/4/2, Konappan Agrahara, Near Infosys Gate 6, Electronic City, Bangalore",Electronic City,Electronic City,"North Indian, Chinese",350.0,3.5,10,False,False,Quick Bites,,,Dine-out
Samosa Singh,,"710 Thubarahalli Whitefield, Varthur Main Road, Whitefield, Bangalore","Varthur Main Road, Whitefield",Whitefield,"North Indian, Mithai",250.0,3.4,10,True,False,Quick Bites,,,Delivery
Juice Buzz,,"4th Floor, Food Court, Bangalore Central, 9th Block, JP Nagar, Bangalore",JP Nagar,JP Nagar,Juices,200.0,3.1,10,False,False,Beverage Shop,,,Dine-out
Vijayawadawari Sandhya Andhra Mess,,"House 61, KIADB layout, opp. Techmahindra, Electronic city phase 2 Electronic City, Bangalore",Electronic City,Electronic City,"North Indian, Biryani, South Indian",400.0,3.4,10,True,False,Quick Bites,,,Dine-out
Delicious Desserts,,"Veracious Lansdale, Next To Prestige Ozone Back Gate, Whitefield, Bangalore",Whitefield,Whitefield,Desserts,750.0,3.5,10,False,False,Delivery,,,Delivery
A1 Biriyani Point,,"167, Opposite Natraj Theatre, SC Road, Seshadripuram, Bangalore",Seshadripuram,Rajajinagar,Biryani,200.0,3.0,10,False,False,Quick Bites,,,Dine-out
Lassi Shop,,"25, Reservoir Street, 4th Block, Kumara Park West, Seshadripuram, Bangalore",Seshadripuram,Residency Road,"Beverages, Ice Cream",200.0,3.3,10,True,False,Beverage Shop,,,Delivery
Lucky's Biriyani Point,,"Rajiv Gandhi Nagar, Sector 7, HSR, Bangalore",HSR,Koramangala 5th Block,"Biryani, South Indian, North Indian, Fast Food",400.0,3.5,10,True,False,"Takeaway, Delivery",,,Delivery
Adithya Veg,,"1845, 18th Block Main Road, 4th T Block, Jayanagar, Bangalore",Jayanagar,Basavanagudi,"South Indian, Chinese",300.0,3.3,10,False,False,Quick Bites,,,Dine-out
Cinnamon - Grills and Gourmet,,"Shop 52/1, Nishika Arcade B3, Near Jodidhars Club, Nanjappa Layout Main Road, Vidyaranyapura, Bangalore",New BEL Road,New BEL Road,"Chinese, South Indian",400.0,3.6,10,False,False,Quick Bites,,,Delivery
Sultan's Biryani,,"1126, 23rd Main, 11th Cross, Sector 1, HSR, Bangalore",HSR,HSR,"Biryani, North Indian",700.0,3.2,10,False,False,Delivery,,,Delivery
Nagas,,"710, Thubarahalli, Varthur Main Road, Whitefield, Bangalore","Varthur Main Road, Whitefield",Marathahalli,"Andhra, Hyderabadi, North Indian",300.0,2.9,10,True,False,"Takeaway, Delivery",,,Delivery
Delhi Sweets,,"59/60, Near Big Bazaar, Opposite Appollo Clinic, 7th Phase, JP Nagar, Bangalore",JP Nagar,JP Nagar,"Street Food, Mithai",100.0,3.1,10,False,False,Quick Bites,,,Desserts
Savi Sagar,,"45, KG Circle, Gandhi Nagar, Beside Monarch Himalaya, Majestic, Bangalore",Majestic,Lavelle Road,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,3.4,10,True,False,Quick Bites,,,Dine-out
WOW MOMO,,"Cessesna Business Park, Near IMS Health Tower, Kaverappa Layout, Kadubeesanahalli, Marathahalli",Marathahalli,Marathahalli,"Tibetan, Momos",300.0,3.4,10,False,False,"Takeaway, Delivery",,,Delivery
Shreyas Upahar & Burger Point,,"Jain Temple Street, V.V.Puram, Basavanagudi, Bangalore",Basavanagudi,Basavanagudi,"South Indian, Burger",200.0,3.2,10,True,False,Quick Bites,,,Dine-out
Lord of Combos,,"93/7, CN Reddy Plaza, Munnekolahu, Marathahalli Outer Ring Road, Marathahalli, Bangalore",Marathahalli,Marathahalli,North Indian,500.0,3.3,10,False,False,Delivery,,,Delivery
RICE BAR,,"No27, 3rd Cross, Outer Ring Road, Marathahalli, Bangalore",Marathahalli,Marathahalli,"North Indian, Biryani",500.0,3.0,10,False,False,Delivery,,,Delivery
Deccan Spice,,"5 and 6, Ground Floor, Site 16, Green Garden Layout, Munnekolala, Marathahalli, Bangalore",Marathahalli,Marathahalli,"Andhra, North Indian",600.0,3.4,10,False,False,"Takeaway, Delivery",,,Delivery
Shivaji Maratha Hotel,,"24-26, 3rd Cross Road, Gandhi Nagar, Majestic, Bangalore",Majestic,Lavelle Road,South Indian,400.0,3.4,10,False,False,Quick Bites,,,Dine-out
Dining Hut,,"1080, Near Niligiris, Kumaraswamy Layout, Bangalore",Kumaraswamy Layout,JP Nagar,"North Indian, Chinese, South Indian",400.0,3.5,10,True,False,Quick Bites,,,Delivery
Sultan's Biryani,,"27, 3rd Cross, Outer Ring Road, Marathahalli, Bangalore",Marathahalli,Marathahalli,"Biryani, North Indian",700.0,3.0,10,False,False,Delivery,,,Delivery
The Milkshake Theory,,"Ashrith Corner, Near Ajmera Neeladri Road, Phase 1, Electronic City, Bangalore",Electronic City,Electronic City,"Beverages, Fast Food",400.0,3.6,10,True,False,Beverage Shop,,,Delivery
Advika Briyani Center,,"41/A, Raviranga Nilayam, 2nd Main, 3rd Cross, Vasantha Vellapa Nagar, 7th Phase, JP Nagar, Bengaluru",JP Nagar,JP Nagar,Biryani,300.0,3.2,10,False,False,Delivery,,,Delivery
Kulfi Story,,"55, 16th Cross, 10th Main, Malleshwaram, Bangalore",Malleshwaram,Rajajinagar,Desserts,100.0,3.5,10,False,False,Dessert Parlor,,,Desserts
Kubera Veg and Non-Veg,,"29, Patteghar Palya Main Rd, Govindaraja Nagar Ward, Amarajyothi Nagar, Vijay Nagar, Bangalore",Vijay Nagar,Rajajinagar,"Andhra, Chinese, South Indian",300.0,3.4,10,True,False,Quick Bites,,,Delivery
Orchid Wine And Dine,,"229, HRBR Layout, 1st Block, Banaswadi, Bangalore",Banaswadi,Kammanahalli,"North Indian, Chinese, Mughlai",700.0,2.9,10,False,False,Casual Dining,,,Dine-out
Karnataka Biriyani Paradise,,"P and T Bus Stop, Tannery Road, Frazer Town, Bangalore",Frazer Town,Frazer Town,"North Indian, Biryani",300.0,3.4,10,False,False,Quick Bites,,,Dine-out
Peppermint,,"129/A, Ground Floor, 24th Cross Road, 2nd Block, Rajajinagar, Bangalore",Rajajinagar,Rajajinagar,"Ice Cream, Fast Food",350.0,3.4,10,False,False,"Dessert Parlor, Quick Bites",,,Desserts
The Breakfeast,,"HSR layout, Bangalore, HSR, Bangalore",HSR,HSR,"Continental, North Indian, South Indian",200.0,3.4,10,False,False,"Takeaway, Delivery",,,Delivery
Sri Ganesh Juice Corner,,"24/2, Near Taste Of Rampur, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Koramangala 4th Block,"Juices, Fast Food",150.0,3.0,9,False,False,Quick Bites,,,Dine-out
Kettle & Kegs,,"Kammanahalli, Bangalore",Kammanahalli,Kalyan Nagar,"Tea, Beverages",200.0,2.9,9,True,False,Delivery,,,Delivery
Sweet Revenge,,"100/5, 2nd Cross, Ananthnagar, 2nd Phase, Electronic City, Bangalore",Electronic City,Electronic City,"Bakery, Fast Food",300.0,3.3,9,False,False,"Bakery, Quick Bites",,,Dine-out
Indian Chicken Biryani Point,,"117, Neelasandra Bazar Street, Rose Garden Bus Stop",Richmond Road,Brigade Road,"Biryani, South Indian",300.0,3.3,9,True,False,Quick Bites,,,Dine-out
Race Course Restaurant,,"126/2, 2nd Main Road, Shivanagar, Rajajinagar, Bangalore",Rajajinagar,Malleshwaram,"Chinese, North Indian, South Indian",450.0,3.2,9,True,False,Quick Bites,,,Delivery
Srushti Coffee,,"127-128, 17th Cross, 8th Main, Malleshwaram, Bangalore",Malleshwaram,Malleshwaram,South Indian,300.0,3.4,9,True,False,Quick Bites,,,Delivery
Shree Durgamba Juice Centre,,"#4, 2nd Main Road, Opposite Koramangala Police Station, Koramangala 8th Block, Bangalore",Koramangala 8th Block,Jayanagar,Beverages,200.0,3.1,9,True,False,Beverage Shop,,,Delivery
The Biryani Culture,,"3rd Floor, Food Court, Mantri Mall, Malleshwaram, Bangalore",Malleshwaram,Malleshwaram,North Indian,500.0,3.2,9,True,False,Food Court,,,Delivery
BTM Cakes,,"Vaibhavi Complex, 4th Main, NS Palya, 2nd Stage, BTM, Bangalore",BTM,BTM,"Bakery, Desserts",400.0,3.3,9,True,False,Bakery,,,Desserts
NMR Multicuisine Restaurant,,"200/1, Kudlu Main Road, Near Corporation Bank, Electronic City, Bangalore",Electronic City,Electronic City,"North Indian, Chinese, Arabian, Juices",550.0,3.6,9,True,False,Casual Dining,,,Delivery
